70046,6703700,單 193號以下,1段;odd;<193號
70045,6703700,單 195號以上,1段;odd;>195號
70046,6703700,雙 218號以下,1段;even;<218號
70041,6703700,雙 220號以上,1段;even;>220號
70062,6703700,單 283號以下,2段;odd;<283號
70062,6703700,雙 498號以下,2段;even;<498號
70847,6703600,單 285號以上,2段;odd;>285號
70847,6703600,雙 500號以上,2段;even;>500號
