35048,1000504,單 129號以下,odd;<NUMBER:129
35045,1000504,單 131號以上,odd;>NUMBER:131
35048,1000504,雙 150號以下,even;<NUMBER:150
35045,1000504,雙 152號以上,even;>NUMBER:152
