32047,6800200,單  71號以下,odd;<NUMBER:71
32049,6800200,單  81號以上,odd;>NUMBER:81
32047,6800200,雙  70號以下,even;<NUMBER:70
32049,6800200,雙  72號以上,even;>NUMBER:72
