90047,1001301,單  29號以下,odd;<NUMBER:29
90051,1001301,單  31號以上,odd;>NUMBER:31
90041,1001301,雙  28號以下,even;<NUMBER:28
90051,1001301,雙  30號以上,even;>NUMBER:30
