90083,1001301,單 199號以下,odd;<NUMBER:199
90048,1001301,單 201號以上,odd;>NUMBER:201
90083,1001301,雙 102號以下,even;<NUMBER:102
90048,1001301,雙 104號以上,even;>NUMBER:104
