10583,6300100,單 405號以下,odd;<NUMBER:405
10588,6300100,單 407號至 481號,odd;~NUMBER:407:481
10590,6300100,單 483號至 549號,odd;~NUMBER:483:549
10592,6300100,單 551號以上,odd;>NUMBER:551
10583,6300100,雙 360號以下,even;<NUMBER:360
10588,6300100,雙 362號至 484號,even;~NUMBER:362:484
10590,6300100,雙 486號至 542號,even;~NUMBER:486:542
10592,6300100,雙 544號以上,even;>NUMBER:544
