11683,6300800,單  65號以下,odd;<NUMBER:65
11685,6300800,單  67號至 145號,odd;~NUMBER:67:145
11687,6300800,單 147號以上,odd;>NUMBER:147
11684,6300800,雙  64號以下,even;<NUMBER:64
11686,6300800,雙  66號至 190號,even;~NUMBER:66:190
11688,6300800,雙 192號以上,even;>NUMBER:192
