40878,6600700,單  17號以下,odd;<NUMBER:17
40865,6600700,單  43號以上,odd;>NUMBER:43
40878,6600700,雙  24號以下,even;<NUMBER:24
40865,6600700,雙  30號以上,even;>NUMBER:30
