80754,6400500,單 139號以下,odd;<NUMBER:139
80756,6400500,單 141號至 219號,odd;~NUMBER:141:219
80794,6400500,單 225號以上,odd;>NUMBER:225
80754,6400500,雙  98號以下,even;<NUMBER:98
80756,6400500,雙 100號至 218號,even;~NUMBER:100:218
80794,6400500,雙 220號以上,even;>NUMBER:220
