70042,6703700,單  41號以下,odd;<NUMBER:41
70053,6703700,單  43號至 109號,odd;~NUMBER:43:109
70042,6703700,雙  38號以下,even;<NUMBER:38
70053,6703700,雙  40號至 122號,even;~NUMBER:40:122
