23641,6501300,單 293號以下,odd;<NUMBER:293
23642,6501300,單 295號至 329號,odd;~NUMBER:295:329
23649,6501300,單 331號以上,odd;>NUMBER:331
23642,6501300,雙 278號以下,even;<NUMBER:278
23649,6501300,雙 280號以上,even;>NUMBER:280
