71146,6702800,單 107號以下,odd;<NUMBER:107
71149,6702800,單 109號至 149號,odd;~NUMBER:109:149
71148,6702800,單 151號至 185號,odd;~NUMBER:151:185
71146,6702800,單 187號以上,odd;>NUMBER:187
71146,6702800,雙 110號以下,even;<NUMBER:110
71149,6702800,雙 112號至 142號,even;~NUMBER:112:142
71148,6702800,雙 144號至 226號,even;~NUMBER:144:226
71146,6702800,雙 228號以上,even;>NUMBER:228
