23450,6500400,單  99號以下,odd;<NUMBER:99
23452,6500400,單 101號以上,odd;>NUMBER:101
23450,6500400,雙 210號以下,even;<NUMBER:210
23452,6500400,雙 212號以上,even;>NUMBER:212
