40141,6600200,單 165號以下,odd;<NUMBER:165
40143,6600200,單 167號至 299號,odd;~NUMBER:167:299
40141,6600200,雙 202之  14號以下,even;<NUMBER:202之14
40151,6600200,雙 204號至 278號,even;~NUMBER:204:278
40463,6600500,單 301號至 683號,odd;~NUMBER:301:683
40450,6600500,雙 280號至 656號,even;~NUMBER:280:656
40646,6600800,單 685號以上,odd;>NUMBER:685
40646,6600800,雙 658號以上,even;>NUMBER:658
