40044,6600100,單  87號以下,odd;<NUMBER:87
40044,6600100,雙 118號以下,even;<NUMBER:118
40444,6600500,單  89號以上,odd;>NUMBER:89
40444,6600500,雙 120號以上,even;>NUMBER:120
