71143,6702800,單 253號以下,odd;<NUMBER:253
71144,6702800,單 255號以上,odd;>NUMBER:255
71143,6702800,雙 256號以下,even;<NUMBER:256
71144,6702800,雙 258號以上,even;>NUMBER:258
