25174,6501000,單 119巷以下,=SECTION:1;odd;<LANE:119
25157,6501000,單 121號以上,=SECTION:1;odd;>NUMBER:121
25157,6501000,雙全,=SECTION:1;even
25152,6501000,全,=SECTION:2;all
25172,6501000,全,=SECTION:3;all
