25144,6501000,單  35號至  77號,odd;~NUMBER:35:77
25152,6501000,單 239號至 451號,odd;~NUMBER:239:451
25144,6501000,雙 136號至 302號,even;~NUMBER:136:302
25152,6501000,雙 338號至1266號,even;~NUMBER:338:1266
