97366,1001505,單 205號以下,odd;<NUMBER:205
97365,1001505,單 207號以上,odd;>NUMBER:207
97366,1001505,雙 254號以下,even;<NUMBER:254
97365,1001505,雙 256號以上,even;>NUMBER:256
