80665,6400900,單  81號以下,odd;<NUMBER:81
80672,6400900,單  95號至 207號,odd;~NUMBER:95:207
80665,6400900,雙   6號至  98號,even;~NUMBER:6:98
80672,6400900,雙 100號至 212號,even;~NUMBER:100:212
