40878,6600700,單  19號以下,odd;<NUMBER:19
40865,6600700,單  29號至 113號,odd;~NUMBER:29:113
40866,6600700,單 115號至 319號,odd;~NUMBER:115:319
40861,6600700,單 337號至 453號,odd;~NUMBER:337:453
40848,6600700,單 457號以上,odd;>NUMBER:457
40878,6600700,雙  30號以下,even;<NUMBER:30
40865,6600700,雙  36號至 106號,even;~NUMBER:36:106
40866,6600700,雙 108號至 330號,even;~NUMBER:108:330
40861,6600700,雙 386號至 456號,even;~NUMBER:386:456
40848,6600700,雙 466號以上,even;>NUMBER:466
