40859,6600700,單  69號以下,odd;<NUMBER:69
40849,6600700,單 101號以上,odd;>NUMBER:101
40859,6600700,雙  78號以下,even;<NUMBER:78
40849,6600700,雙  82號以上,even;>NUMBER:82
