10357,6300600,單  59號以下,odd;<NUMBER:59
10376,6300600,單  61號以上,odd;>NUMBER:61
10358,6300600,雙  46之   6號以下,even;<NUMBER:46之6
10376,6300600,雙  46之   7號以上,even;>NUMBER:46之7
