23454,6500400,單  99號以下,odd;<NUMBER:99
23455,6500400,單 101號至 317號,odd;~NUMBER:101:317
23451,6500400,單 319號以上,odd;>NUMBER:319
23454,6500400,雙 102號以下,even;<NUMBER:102
23453,6500400,雙 104號至 198號,even;~NUMBER:104:198
23455,6500400,雙 200號至 202號,even;~NUMBER:200:202
23453,6500400,雙 204號以上,even;>NUMBER:204
