40678,6600800,連  78號以下,<NUMBER:78
40682,6600800,單  79號至 469號,odd;~NUMBER:79:469
40679,6600800,單 481號至 909號,odd;~NUMBER:481:909
40682,6600800,雙  80號至 530號,even;~NUMBER:80:530
40679,6600800,雙 568號至1142號,even;~NUMBER:568:1142
