80661,6400900,單  45號以下,odd;<NUMBER:45
80660,6400900,單  51號至 111號,odd;~NUMBER:51:111
80655,6400900,單 121號以上,odd;>NUMBER:121
80661,6400900,雙  88號以下,even;<NUMBER:88
80660,6400900,雙  90號至 136號,even;~NUMBER:90:136
80655,6400900,雙 146巷以上,even;>LANE:146
