52641,1000720,單 165號以下,=SECTION:1;odd;<NUMBER:165
52642,1000720,單 167號至 449號,=SECTION:1;odd;~NUMBER:167:449
52665,1000720,單 451號以上,=SECTION:1;odd;>NUMBER:451
52641,1000720,雙 158號以下,=SECTION:1;even;<NUMBER:158
52642,1000720,雙 160號至 454號,=SECTION:1;even;~NUMBER:160:454
52665,1000720,雙 456號以上,=SECTION:1;even;>NUMBER:456
