23584,6500300,單  69號以下,odd;<NUMBER:69
23556,6500300,單  71號至 311號,odd;~NUMBER:71:311
23586,6500300,單 313號以上,odd;>NUMBER:313
23584,6500300,雙  98巷以下,even;<LANE:98
23512,6500300,雙 100號至 180號,even;~NUMBER:100:180
23556,6500300,雙 182號至 304號,even;~NUMBER:182:304
23586,6500300,雙 306號以上,even;>NUMBER:306
