40747,6600600,單  25號以下,odd;<NUMBER:25
40750,6600600,單  27號至  51號,odd;~NUMBER:27:51
40747,6600600,雙  52號以下,even;<NUMBER:52
40750,6600600,雙  56號至  70號,even;~NUMBER:56:70
