60056,1002002,單 301號以下,odd;<NUMBER:301
60054,1002002,單 303號以上,odd;>NUMBER:303
60056,1002002,雙 250號以下,even;<NUMBER:250
60054,1002002,雙 252號以上,even;>NUMBER:252
