35150,1000505,單 133號以下,odd;<NUMBER:133
35147,1000505,單 135號以上,odd;>NUMBER:135
35150,1000505,雙 184號以下,even;<NUMBER:184
35147,1000505,雙 186號以上,even;>NUMBER:186
