91250,1001313,單  33號至  79號,odd;~NUMBER:33:79
91243,1001313,單  81號至 137號,odd;~NUMBER:81:137
91250,1001313,單 139號至 179號,odd;~NUMBER:139:179
91243,1001313,雙   6號至 108號,even;~NUMBER:6:108
91250,1001313,雙 110號至 190號,even;~NUMBER:110:190
91243,1001313,雙 192號以上,even;>NUMBER:192
