71056,6703100,單  41號以下,odd;<NUMBER:41
71085,6703100,單  43號以上,odd;>NUMBER:43
71056,6703100,雙  52號以下,even;<NUMBER:52
71085,6703100,雙  54號以上,even;>NUMBER:54
