43771,6601100,單  67號以下,odd;<NUMBER:67
43768,6601100,單  69號以上,odd;>NUMBER:69
43771,6601100,雙  68號以下,even;<NUMBER:68
43768,6601100,雙  70號以上,even;>NUMBER:70
