40764,6600600,單 103號以下,odd;<NUMBER:103
40763,6600600,單 105號以上,odd;>NUMBER:105
40764,6600600,雙  60號以下,even;<NUMBER:60
40763,6600600,雙  62號以上,even;>NUMBER:62
