10050,6300500,單  35號以下,odd;<NUMBER:35
10052,6300500,單  37號至 111號,odd;~NUMBER:37:111
10092,6300500,單 115號以上,odd;>NUMBER:115
10050,6300500,雙  12號以下,even;<NUMBER:12
10052,6300500,雙  18號至 104號,even;~NUMBER:18:104
10092,6300500,雙 106號以上,even;>NUMBER:106
