60092,1002002,單  23號以下,odd;<NUMBER:23
60059,1002002,單  25號至  49號,odd;~NUMBER:25:49
60092,1002002,單  51號至  57號,odd;~NUMBER:51:57
60088,1002002,單  59號至 103號,odd;~NUMBER:59:103
60059,1002002,單 105號以上,odd;>NUMBER:105
60092,1002002,雙  28號以下,even;<NUMBER:28
60059,1002002,雙  30號至  44號,even;~NUMBER:30:44
60088,1002002,雙  46號至 126號,even;~NUMBER:46:126
60059,1002002,雙 128號以上,even;>NUMBER:128
