24256,6500500,單 137號以下,odd;<NUMBER:137
24258,6500500,單 139號以上,odd;>NUMBER:139
24256,6500500,雙  96號以下,even;<NUMBER:96
24267,6500500,雙  98號至 298號,even;~NUMBER:98:298
24258,6500500,雙 300號以上,even;>NUMBER:300
