64048,1000901,單  39號以下,odd;<NUMBER:39
64049,1000901,單  41號以上,odd;>NUMBER:41
64048,1000901,雙  50號以下,even;<NUMBER:50
64049,1000901,雙  52號以上,even;>NUMBER:52
