55756,1000804,單 115號以下,odd;<NUMBER:115
55757,1000804,單 117號以上,odd;>NUMBER:117
55756,1000804,雙 120號以下,even;<NUMBER:120
55757,1000804,雙 122號以上,even;>NUMBER:122
