90048,1001301,單 107號以下,odd;<NUMBER:107
90047,1001301,單 109號至 139號,odd;~NUMBER:109:139
90051,1001301,單 141號以上,odd;>NUMBER:141
90048,1001301,雙 100巷以下,even;<LANE:100
90047,1001301,雙 102號至 140號,even;~NUMBER:102:140
90051,1001301,雙 142號以上,even;>NUMBER:142
