41343,6602600,單  25號以下,odd;<NUMBER:25
41345,6602600,單  27號以上,odd;>NUMBER:27
41343,6602600,雙  28號以下,even;<NUMBER:28
41345,6602600,雙  30號以上,even;>NUMBER:30
