30284,1000401,單 553號以下,odd;<NUMBER:553
30262,1000401,單 555號至 671號,odd;~NUMBER:555:671
30253,1000401,單 673號至1077號,odd;~NUMBER:673:1077
30266,1000401,單1079號至1879巷,odd;~LANE:1079:1879
30263,1000401,單1881號以上,odd;>NUMBER:1881
30284,1000401,雙 596號以下,even;<NUMBER:596
30262,1000401,雙 598號至 720巷,even;~LANE:598:720
30253,1000401,雙 722號至1148號,even;~NUMBER:722:1148
30266,1000401,雙1150號至1610號,even;~NUMBER:1150:1610
30263,1000401,雙1612號以上,even;>NUMBER:1612
