80641,6400900,單  71號以下,odd;<NUMBER:71
80649,6400900,單  73號至 139號,odd;~NUMBER:73:139
80656,6400900,單 141號以上,odd;>NUMBER:141
80641,6400900,雙  68號以下,even;<NUMBER:68
80649,6400900,雙  70號至 184號,even;~NUMBER:70:184
80656,6400900,雙 186號以上,even;>NUMBER:186
