80673,6400900,單   9號至 191號,odd;~NUMBER:9:191
80665,6400900,單 193號至 203號,odd;~NUMBER:193:203
80669,6400900,單 205號至 397號,odd;~NUMBER:205:397
80662,6400900,單 399巷至 589號,odd;~LANE:399:589
80670,6400900,雙 460號以下,even;<NUMBER:460
80662,6400900,雙 462號至 568號,even;~NUMBER:462:568
83087,6401200,單  89號至 161號,odd;~NUMBER:89:161
