70144,6703200,單  77號以下,odd;<NUMBER:77
70145,6703200,單  79號至 155號,odd;~NUMBER:79:155
70144,6703200,雙  56號以下,even;<NUMBER:56
70145,6703200,雙  58號至 226號,even;~NUMBER:58:226
70449,6703400,單 157號以上,odd;>NUMBER:157
70449,6703400,雙 228號以上,even;>NUMBER:228
