80145,6400700,單 251號以下,odd;<NUMBER:251
80145,6400700,雙 254號以下,even;<NUMBER:254
80749,6400500,單 253號至 299號,odd;~NUMBER:253:299
80748,6400500,單 301號以上,odd;>NUMBER:301
80749,6400500,雙 256號至 306號,even;~NUMBER:256:306
80748,6400500,雙 308號以上,even;>NUMBER:308
