81153,6400400,連 134號以下,<NUMBER:134
81154,6400400,　 135號,=NUMBER:135
81153,6400400,雙 136號以上,even;>NUMBER:136
81541,6401600,單 181號以下,odd;<NUMBER:181
81544,6401600,單 183號至 999號,odd;~NUMBER:183:999
81541,6401600,雙  96號以下,even;<NUMBER:96
81544,6401600,雙 100號至 998號,even;~NUMBER:100:998
