83089,6401200,單  31號以下,odd;<NUMBER:31
83090,6401200,單  33號至  89號,odd;~NUMBER:33:89
83091,6401200,單  91號以上,odd;>NUMBER:91
83089,6401200,雙 114號以下,even;<NUMBER:114
83090,6401200,雙 116號至 178號,even;~NUMBER:116:178
83091,6401200,雙 180號以上,even;>NUMBER:180
