33457,6800800,單 197號以下,odd;<NUMBER:197
33460,6800800,單 271號至 787巷,odd;~LANE:271:787
33455,6800800,單 791號以上,odd;>NUMBER:791
33457,6800800,雙 208號以下,even;<NUMBER:208
33460,6800800,雙 260號至 786號,even;~NUMBER:260:786
33455,6800800,雙 822號以上,even;>NUMBER:822
