90054,1001301,單 101號以下,odd;<NUMBER:101
90074,1001301,單 103號以上,odd;>NUMBER:103
90054,1001301,雙 100之   3號以下,even;<NUMBER:100之3
90074,1001301,雙 102號以上,even;>NUMBER:102
