90066,1001301,單 301號以下,odd;<NUMBER:301
90070,1001301,單 303號以上,odd;>NUMBER:303
90066,1001301,雙 300號以下,even;<NUMBER:300
90070,1001301,雙 302號以上,even;>NUMBER:302
