30352,1000405,單  23號以下,odd;<NUMBER:23
30353,1000405,單  25號以上,odd;>NUMBER:25
30352,1000405,雙  30號以下,even;<NUMBER:30
30353,1000405,雙  32號以上,even;>NUMBER:32
