30044,1001802,單  73號以下,odd;<NUMBER:73
30048,1001802,單  75號以上,odd;>NUMBER:75
30044,1001802,雙  56號以下,even;<NUMBER:56
30048,1001802,雙  58號以上,even;>NUMBER:58
