30544,1000403,單 211號以下,odd;<NUMBER:211
30543,1000403,單 213號以上,odd;>NUMBER:213
30544,1000403,雙 376號以下,even;<NUMBER:376
30543,1000403,雙 378號至 408號,even;~NUMBER:378:408
30541,1000403,雙 410巷至 500號,even;~LANE:410:500
30543,1000403,雙 502號以上,even;>NUMBER:502
