71146,6702800,單  75號以下,odd;<NUMBER:75
71148,6702800,單  81號至 335號,odd;~NUMBER:81:335
71146,6702800,雙  80號以下,even;<NUMBER:80
71148,6702800,雙 120號至 352號,even;~NUMBER:120:352
