61345,1001002,單  17號以下,odd;<NUMBER:17
61343,1001002,單  19號以上,odd;>NUMBER:19
61345,1001002,雙  30號以下,even;<NUMBER:30
61343,1001002,雙  32號以上,even;>NUMBER:32
