35157,1000505,單 605號以下,odd;<NUMBER:605
35146,1000505,單 607號以上,odd;>NUMBER:607
35157,1000505,雙 488號以下,even;<NUMBER:488
35146,1000505,雙 490號以上,even;>NUMBER:490
