11559,6300900,單 107號以下,odd;<NUMBER:107
11566,6300900,單 109號至 235號,odd;~NUMBER:109:235
11555,6300900,單 237號以上,odd;>NUMBER:237
11556,6300900,雙  62號以下,even;<NUMBER:62
11559,6300900,雙  64號至 180號,even;~NUMBER:64:180
11566,6300900,雙 182號至 228號,even;~NUMBER:182:228
11555,6300900,雙 230號以上,even;>NUMBER:230
