91245,1001313,單 327號以下,odd;<NUMBER:327
91244,1001313,單 339號至 415號,odd;~NUMBER:339:415
91245,1001313,雙 310號以下,even;<NUMBER:310
91244,1001313,雙 312號以上,even;>NUMBER:312
