22160,6501100,單 169號以下,odd;<NUMBER:169
22155,6501100,單 171號以上,odd;>NUMBER:171
22160,6501100,雙 160號以下,even;<NUMBER:160
22155,6501100,雙 162號以上,even;>NUMBER:162
