84043,6401500,連 169號以下,<NUMBER:169
84045,6401500,單 171號至 219號,odd;~NUMBER:171:219
84043,6401500,單 221號至 981號,odd;~NUMBER:221:981
84045,6401500,雙 170號至 204號,even;~NUMBER:170:204
84043,6401500,雙 206號至 980號,even;~NUMBER:206:980
