55749,1000804,單 323號以下,odd;<NUMBER:323
55769,1000804,單 325號至 821號,odd;~NUMBER:325:821
55754,1000804,單 823號以上,odd;>NUMBER:823
55749,1000804,雙 520號以下,even;<NUMBER:520
55769,1000804,雙 522號以上,even;>NUMBER:522
