41361,6602600,單  53號以下,odd;<NUMBER:53
41363,6602600,單  55號以上,odd;>NUMBER:55
41361,6602600,雙  70號以下,even;<NUMBER:70
41363,6602600,雙  72號以上,even;>NUMBER:72
